vaccine,country,activity_type,gavi_support,year,age_first,age_last,gender,target,coverage,subnational
HepB_BD,AGO,campaign,True,2022,1,10,both,0.6542185428484146,0.02445682530324711,False
HepB_BD,AGO,campaign,True,2023,1,10,both,0.8835517699775364,0.07994374922494751,False
HepB_BD,AGO,campaign,True,2024,1,10,both,0.5905732227046772,0.6539753908419463,False
HepB_BD,AGO,campaign,True,2025,1,10,both,0.9751715901911835,0.3422062279784446,False
HepB_BD,AGO,campaign,True,2026,1,10,both,0.9795689114367873,0.43824176168871176,False
HepB_BD,AGO,campaign,True,2027,1,10,both,0.9803366915857901,0.7210737135249677,False
HepB_BD,AGO,campaign,True,2028,1,10,both,0.8783273587838342,0.42423282295937137,False
HepB_BD,AGO,campaign,True,2029,1,10,both,0.5942321805887963,0.42648045588403793,False
HepB_BD,AGO,campaign,True,2030,1,10,both,0.9237149189168887,0.8998159612861211,False
HepB_BD,AGO,routine,True,2021,1,10,both,0.21779491589736688,0.390906510882711,False
HepB_BD,AGO,routine,True,2022,1,10,both,0.012298738172081491,0.4585979826424236,False
HepB_BD,AGO,routine,True,2023,1,10,both,0.6239843286512834,0.987507231686884,False
HepB_BD,AGO,routine,True,2024,1,10,both,0.5431916737004866,0.49636134124970144,False
HepB_BD,AGO,routine,True,2025,1,10,both,0.4516809322648686,0.15110975832555784,False
HepB_BD,AGO,routine,True,2026,1,10,both,0.3512261576982548,0.3800371698527252,False
HepB_BD,AGO,routine,True,2027,1,10,both,0.3777452568104117,0.277008115789384,False
HepB_BD,AGO,routine,True,2028,1,10,both,0.9082207938411617,0.7577966009875402,False
HepB_BD,AGO,routine,True,2029,1,10,both,0.5724761821029707,0.11594313476364759,False
HepB_BD,AGO,routine,True,2030,1,10,both,0.16111715296152995,0.2702072124402044,False
HepB_BD,ARM,campaign,True,2021,1,10,both,0.09621069768003743,0.3091690142899042,False
HepB_BD,ARM,campaign,True,2022,1,10,both,0.5853622889333531,0.36144071427132207,False
HepB_BD,ARM,campaign,True,2023,1,10,both,0.1463930312335845,0.13325026572537535,False
HepB_BD,ARM,campaign,True,2024,1,10,both,0.30356522508357353,0.029757258341678083,False
HepB_BD,ARM,campaign,True,2025,1,10,both,0.2723593054833785,0.15567996224669756,False
HepB_BD,ARM,campaign,True,2026,1,10,both,0.09029884068678318,0.2550729057019119,False
HepB_BD,ARM,campaign,True,2027,1,10,both,0.7487364784621522,0.5839073100572945,False
HepB_BD,ARM,campaign,True,2028,1,10,both,0.5247948249685922,0.38948046090413135,False
HepB_BD,ARM,campaign,True,2029,1,10,both,0.10683892513574456,0.30995091591490787,False
HepB_BD,ARM,campaign,True,2030,1,10,both,0.2500518572070989,0.8886353737650748,False
HepB_BD,ARM,routine,True,2021,1,10,both,0.3036506738586069,0.2844040503492583,False
HepB_BD,ARM,routine,True,2022,1,10,both,0.24298337068472786,0.020255794407052052,False
HepB_BD,ARM,routine,True,2023,1,10,both,0.40057753290275533,0.9323743568952334,False
HepB_BD,ARM,routine,True,2024,1,10,both,0.8734681468542008,0.05996575612453414,False
HepB_BD,ARM,routine,True,2025,1,10,both,0.3295003557591595,0.47677024109954425,False
HepB_BD,ARM,routine,True,2026,1,10,both,0.486289903098002,0.8491745296635125,False
HepB_BD,ARM,routine,True,2027,1,10,both,0.10253530810694744,0.5721538310878388,False
HepB_BD,ARM,routine,True,2028,1,10,both,0.04312594432081118,0.5034110061684202,False
HepB_BD,ARM,routine,True,2029,1,10,both,0.9732971486382794,0.5160027850790707,False
HepB_BD,ARM,routine,True,2030,1,10,both,0.3738792062107429,0.030379234286172174,False
HepB_BD,AZE,campaign,True,2021,1,10,both,0.9676760048746849,0.21195254673099095,False
HepB_BD,AZE,campaign,True,2022,1,10,both,0.08289741142166374,0.9305434701437774,False
HepB_BD,AZE,campaign,True,2023,1,10,both,0.5701142616795657,0.7873948731090521,False
HepB_BD,AZE,campaign,True,2024,1,10,both,0.5546470603598999,0.39331975825152143,False
HepB_BD,AZE,campaign,True,2025,1,10,both,0.1842194795331652,0.9505149202126597,False
HepB_BD,AZE,campaign,True,2026,1,10,both,0.312050011760039,0.5881915169790967,False
HepB_BD,AZE,campaign,True,2027,1,10,both,0.2958061744732513,0.9002766248770292,False
HepB_BD,AZE,campaign,True,2028,1,10,both,0.6456613792320579,0.2813961871134508,False
HepB_BD,AZE,campaign,True,2029,1,10,both,0.07550673332868185,0.2117928090046527,False
HepB_BD,AZE,campaign,True,2030,1,10,both,0.4408233398312107,0.21907259750473074,False
HepB_BD,AZE,routine,True,2021,1,10,both,0.10922113686290957,0.23560697450748724,False
HepB_BD,AZE,routine,True,2022,1,10,both,0.7676058969522954,0.5523616518853949,False
HepB_BD,AZE,routine,True,2023,1,10,both,0.3870401303968066,0.5279655939845249,False
HepB_BD,AZE,routine,True,2024,1,10,both,0.6728526036349045,0.40202578648737175,False
HepB_BD,AZE,routine,True,2025,1,10,both,0.9663194575655211,0.7713576612074478,False
HepB_BD,AZE,routine,True,2026,1,10,both,0.7954201951260232,0.7364262635924166,False
HepB_BD,AZE,routine,True,2027,1,10,both,0.1428623779239685,0.16660268795945532,False
HepB_BD,AZE,routine,True,2028,1,10,both,0.3952105442736359,0.46426026124066444,False
HepB_BD,AZE,routine,True,2029,1,10,both,0.48417114021188157,0.2781094017680512,False
HepB_BD,AZE,routine,True,2030,1,10,both,0.05374030218362824,0.08438494778836747,False
HepB_BD,BDI,campaign,True,2021,1,10,both,0.4894768088520024,0.6979666017369683,False
HepB_BD,BDI,campaign,True,2022,1,10,both,0.6344935099228212,0.05090942015210154,False
HepB_BD,BDI,campaign,True,2023,1,10,both,0.5658960080002134,0.4580338895963211,False
HepB_BD,BDI,campaign,True,2024,1,10,both,0.5924106905276851,0.456640034555274,False
HepB_BD,BDI,campaign,True,2025,1,10,both,0.07714622939539184,0.5797195084278729,False
HepB_BD,BDI,campaign,True,2026,1,10,both,0.3045336578501163,0.14579548809197063,False
HepB_BD,BDI,campaign,True,2027,1,10,both,0.24037544975627478,0.6931197938269839,False
HepB_BD,BDI,campaign,True,2028,1,10,both,0.9003303007562757,0.7392249999495526,False
HepB_BD,BDI,campaign,True,2029,1,10,both,0.8913978909609866,0.6476934366810827,False
HepB_BD,BDI,campaign,True,2030,1,10,both,0.2982598670512251,0.7987314726829701,False
HepB_BD,BDI,routine,True,2021,1,10,both,0.8877557917139463,0.60926416707431,False
HepB_BD,BDI,routine,True,2022,1,10,both,0.14015783520899228,0.5753665410071463,False
HepB_BD,BDI,routine,True,2023,1,10,both,0.9082547977893555,0.26469991829366146,False
HepB_BD,BDI,routine,True,2024,1,10,both,0.9559765729689393,0.17281385358158363,False
HepB_BD,BDI,routine,True,2025,1,10,both,0.5066971487206198,0.05438232307249413,False
HepB_BD,BDI,routine,True,2026,1,10,both,0.035370511603552646,0.2404629358953252,False
HepB_BD,BDI,routine,True,2027,1,10,both,0.6339262232418237,0.6761471984008673,False
HepB_BD,BDI,routine,True,2028,1,10,both,0.5157377915845807,0.07436885983269581,False
HepB_BD,BDI,routine,True,2029,1,10,both,0.5318420848052683,0.9264856960739499,False
HepB_BD,BDI,routine,True,2030,1,10,both,0.8476050948107721,0.459314437497631,False
HepB_BD,BEN,campaign,True,2021,1,10,both,0.8865082616895985,0.9774545517913434,False
HepB_BD,BEN,campaign,True,2022,1,10,both,0.7317937908362916,0.7899330413099547,False
HepB_BD,BEN,campaign,True,2023,1,10,both,0.7437737469116881,0.1254387742839067,False
HepB_BD,BEN,campaign,True,2024,1,10,both,0.9389680276575244,0.09864736207228142,False
HepB_BD,BEN,campaign,True,2025,1,10,both,0.6264264606843324,0.9507125269867939,False
HepB_BD,BEN,campaign,True,2026,1,10,both,0.6310367257308083,0.31689142607053167,False
HepB_BD,BEN,campaign,True,2027,1,10,both,0.5743538595281038,0.11196884665932061,False
HepB_BD,BEN,campaign,True,2028,1,10,both,0.18015384008624424,0.7111239601982243,False
HepB_BD,BEN,campaign,True,2029,1,10,both,0.7605461682831612,0.7284193239805714,False
HepB_BD,BEN,campaign,True,2030,1,10,both,0.8218253349225542,0.6411098076361521,False
HepB_BD,BEN,routine,True,2021,1,10,both,0.08156952701935871,0.8203016150780618,False
HepB_BD,BEN,routine,True,2022,1,10,both,0.7276681481285161,0.6624481313352373,False
HepB_BD,BEN,routine,True,2023,1,10,both,0.9462774789586702,0.3704551933223217,False
HepB_BD,BEN,routine,True,2024,1,10,both,0.5749124468235427,0.6573860235610213,False
HepB_BD,BEN,routine,True,2025,1,10,both,0.10076657894926278,0.2722858319640863,False
HepB_BD,BEN,routine,True,2026,1,10,both,0.6901363041639496,0.9334282416301228,False
HepB_BD,BEN,routine,True,2027,1,10,both,0.4797313966235953,0.05574716141196234,False
HepB_BD,BEN,routine,True,2028,1,10,both,0.720288095882139,0.41660041138245896,False
HepB_BD,BEN,routine,True,2029,1,10,both,0.016552566970608584,0.3286121769851492,False
HepB_BD,BEN,routine,True,2030,1,10,both,0.9627500069089137,0.917809434924684,False
HepB_BD,BFA,campaign,True,2021,1,10,both,0.7059557020660168,0.3094585306332084,False
HepB_BD,BFA,campaign,True,2022,1,10,both,0.9904157431190581,0.02715384205955096,False
HepB_BD,BFA,campaign,True,2023,1,10,both,0.6166881776645206,0.9728317664432482,False
HepB_BD,BFA,campaign,True,2024,1,10,both,0.41317538592770386,0.9532656631573121,False
HepB_BD,BFA,campaign,True,2025,1,10,both,0.9540764111859358,0.4431708689227414,False
HepB_BD,BFA,campaign,True,2026,1,10,both,0.8482096823443619,0.5226654318849867,False
HepB_BD,BFA,campaign,True,2027,1,10,both,0.7894180397212982,0.8591837833284931,False
HepB_BD,BFA,campaign,True,2028,1,10,both,0.4434371838341252,0.7982052764646999,False
HepB_BD,BFA,campaign,True,2029,1,10,both,0.4090820949362556,0.6091246915359481,False
HepB_BD,BFA,campaign,True,2030,1,10,both,0.14876849693135086,0.6326393111494523,False
HepB_BD,BFA,routine,True,2021,1,10,both,0.43826061318509035,0.8261063484583059,False
HepB_BD,BFA,routine,True,2022,1,10,both,0.17682692951078594,0.7973925673970386,False
HepB_BD,BFA,routine,True,2023,1,10,both,0.691418726603654,0.21191875625467937,False
HepB_BD,BFA,routine,True,2024,1,10,both,0.9019607302693082,0.4442994792536692,False
HepB_BD,BFA,routine,True,2025,1,10,both,0.5629129455034982,0.9884212471998884,False
HepB_BD,BFA,routine,True,2026,1,10,both,0.937039178544878,0.7912093246826636,False
HepB_BD,BFA,routine,True,2027,1,10,both,0.13295685679930724,0.2898458423202541,False
HepB_BD,BFA,routine,True,2028,1,10,both,0.14385683484226452,0.08066408896652966,False
HepB_BD,BFA,routine,True,2029,1,10,both,0.4776555070910078,0.9289569391310677,False
HepB_BD,BFA,routine,True,2030,1,10,both,0.5152161270810139,0.7206288560056263,False
HepB_BD,BGD,campaign,True,2021,1,10,both,0.8466690286718288,0.26415557689131164,False
HepB_BD,BGD,campaign,True,2022,1,10,both,0.3343162818221397,0.6403369978881831,False
HepB_BD,BGD,campaign,True,2023,1,10,both,0.11294793408316017,0.8959428954537619,False
HepB_BD,BGD,campaign,True,2024,1,10,both,0.3926067941338236,0.4522849590295107,False
HepB_BD,BGD,campaign,True,2025,1,10,both,0.9673354274040747,0.0808540626163935,False
HepB_BD,BGD,campaign,True,2026,1,10,both,0.3124575805862261,0.38482256976347173,False
HepB_BD,BGD,campaign,True,2027,1,10,both,0.4381963510225326,0.23867357265272837,False
HepB_BD,BGD,campaign,True,2028,1,10,both,0.5448625814573335,0.25632547899940816,False
HepB_BD,BGD,campaign,True,2029,1,10,both,0.5852058329650291,0.16146714195273604,False
HepB_BD,BGD,campaign,True,2030,1,10,both,0.12105025846045048,0.1252635416995549,False
HepB_BD,BGD,routine,True,2021,1,10,both,0.6847187376210856,0.7720204121573921,False
HepB_BD,BGD,routine,True,2022,1,10,both,0.6969973163043788,0.5834928581115432,False
HepB_BD,BGD,routine,True,2023,1,10,both,0.9804253906239135,0.7906505870262426,False
HepB_BD,BGD,routine,True,2024,1,10,both,0.653329455632768,0.540390464252081,False
HepB_BD,BGD,routine,True,2025,1,10,both,0.8538670424438617,0.9335590253995847,False
HepB_BD,BGD,routine,True,2026,1,10,both,0.1455647898416047,0.5979217090524525,False
HepB_BD,BGD,routine,True,2027,1,10,both,0.33340052118067953,0.7977263867245366,False
HepB_BD,BGD,routine,True,2028,1,10,both,0.16972202368050826,0.2514522590756836,False
HepB_BD,BGD,routine,True,2029,1,10,both,0.12393622919941161,0.5149807437439042,False
HepB_BD,BGD,routine,True,2030,1,10,both,0.7975056488948916,0.8507894953318955,False
HepB_BD,BOL,campaign,True,2021,1,10,both,0.24116656571719663,0.3263156325181187,False
HepB_BD,BOL,campaign,True,2022,1,10,both,0.765094059611183,0.8586472477556961,False
HepB_BD,BOL,campaign,True,2023,1,10,both,0.9784796488214091,0.9141001597425906,False
HepB_BD,BOL,campaign,True,2024,1,10,both,0.7807426347085425,0.5672160817172823,False
HepB_BD,BOL,campaign,True,2025,1,10,both,0.18777477638102003,0.6652470874071325,False
HepB_BD,BOL,campaign,True,2026,1,10,both,0.771111162898732,0.852000539412064,False
HepB_BD,BOL,campaign,True,2027,1,10,both,0.7460849880450321,0.8209112678746725,False
HepB_BD,BOL,campaign,True,2028,1,10,both,0.7509449536153555,0.24142005058473803,False
HepB_BD,BOL,campaign,True,2029,1,10,both,0.4420075881821629,0.5254787435064413,False
HepB_BD,BOL,campaign,True,2030,1,10,both,0.43300225541209847,0.09987880625601475,False
HepB_BD,BOL,routine,True,2021,1,10,both,0.034724751287752875,0.07940491089311363,False
HepB_BD,BOL,routine,True,2022,1,10,both,0.2108900330692094,0.4131484203014947,False
HepB_BD,BOL,routine,True,2023,1,10,both,0.7683479435917608,0.5059729849644666,False
HepB_BD,BOL,routine,True,2024,1,10,both,0.9453894967413193,0.8268770720699704,False
HepB_BD,BOL,routine,True,2025,1,10,both,0.5118478244366869,0.9463731408453967,False
HepB_BD,BOL,routine,True,2026,1,10,both,0.5320987946039356,0.48945377060759876,False
HepB_BD,BOL,routine,True,2027,1,10,both,0.06010521202723007,0.35450942695469967,False
HepB_BD,BOL,routine,True,2028,1,10,both,0.6701617154112613,0.63773492849887,False
HepB_BD,BOL,routine,True,2029,1,10,both,0.2955559808391155,0.7706450662716229,False
HepB_BD,BOL,routine,True,2030,1,10,both,0.10249071455331482,0.8157049440536226,False
HepB_BD,BTN,campaign,True,2021,1,10,both,0.8713300808873692,0.43485868623082247,False
HepB_BD,BTN,campaign,True,2022,1,10,both,0.16345110061773604,0.849057353791384,False
HepB_BD,BTN,campaign,True,2023,1,10,both,0.9518047354390341,0.7881319660675864,False
HepB_BD,BTN,campaign,True,2024,1,10,both,0.24895161398079135,0.24828384428410122,False
HepB_BD,BTN,campaign,True,2025,1,10,both,0.6691884795880659,0.42204147922967783,False
HepB_BD,BTN,campaign,True,2026,1,10,both,0.2500558196792393,0.09997954202375203,False
HepB_BD,BTN,campaign,True,2027,1,10,both,0.5945286560272363,0.6399498136857037,False
HepB_BD,BTN,campaign,True,2028,1,10,both,0.5332091745001192,0.3933554909126432,False
HepB_BD,BTN,campaign,True,2029,1,10,both,0.07618315618570548,0.03788329191086681,False
HepB_BD,BTN,campaign,True,2030,1,10,both,0.66367873457185,0.6159177868655282,False
HepB_BD,BTN,routine,True,2021,1,10,both,0.3125774691317331,0.14513114355289236,False
HepB_BD,BTN,routine,True,2022,1,10,both,0.1781874940155298,0.7601070625861902,False
HepB_BD,BTN,routine,True,2023,1,10,both,0.02700371537286128,0.4981392239361435,False
HepB_BD,BTN,routine,True,2024,1,10,both,0.5551763496592186,0.2464179431538014,False
HepB_BD,BTN,routine,True,2025,1,10,both,0.8929441965489494,0.1254075194126003,False
HepB_BD,BTN,routine,True,2026,1,10,both,0.1754872917644824,0.9028618126110347,False
HepB_BD,BTN,routine,True,2027,1,10,both,0.22787355095736128,0.7444021442171861,False
HepB_BD,BTN,routine,True,2028,1,10,both,0.7772514674411799,0.42769103170745704,False
HepB_BD,BTN,routine,True,2029,1,10,both,0.5757048290321769,0.8440588366701127,False
HepB_BD,BTN,routine,True,2030,1,10,both,0.19619588871962423,0.49999797617499375,False
HepB_BD,CAF,campaign,True,2021,1,10,both,0.5850356887146102,0.37070053111465884,False
HepB_BD,CAF,campaign,True,2022,1,10,both,0.7276142717045667,0.9564711851255097,False
HepB_BD,CAF,campaign,True,2023,1,10,both,0.379025044737787,0.1493935788906109,False
HepB_BD,CAF,campaign,True,2024,1,10,both,0.14727714320864982,0.6046292993524125,False
HepB_BD,CAF,campaign,True,2025,1,10,both,0.9941520931747394,0.43706150235122343,False
HepB_BD,CAF,campaign,True,2026,1,10,both,0.8028936175344695,0.08949945341241217,False
HepB_BD,CAF,campaign,True,2027,1,10,both,0.554698505468964,0.6982200537303025,False
HepB_BD,CAF,campaign,True,2028,1,10,both,0.40241285193239196,0.18833691052438017,False
HepB_BD,CAF,campaign,True,2029,1,10,both,0.10809369493117404,0.31184967681598774,False
HepB_BD,CAF,campaign,True,2030,1,10,both,0.02364314489006647,0.177452120110144,False
HepB_BD,CAF,routine,True,2021,1,10,both,0.008552593727293445,0.16155465773100752,False
HepB_BD,CAF,routine,True,2022,1,10,both,0.6627715677265551,0.6078410432605933,False
HepB_BD,CAF,routine,True,2023,1,10,both,0.9560117096532649,0.573365373884846,False
HepB_BD,CAF,routine,True,2024,1,10,both,0.038914056173597555,0.9822153552003324,False
HepB_BD,CAF,routine,True,2025,1,10,both,0.8196514063721259,0.17911724958587383,False
HepB_BD,CAF,routine,True,2026,1,10,both,0.9775477261581593,0.56264141065759,False
HepB_BD,CAF,routine,True,2027,1,10,both,0.20736408927778982,0.9508985451232769,False
HepB_BD,CAF,routine,True,2028,1,10,both,0.2754409817745279,0.7127354508914309,False
HepB_BD,CAF,routine,True,2029,1,10,both,0.40555950409481756,0.16535897688847945,False
HepB_BD,CAF,routine,True,2030,1,10,both,0.7592480400147101,0.16438014557570424,False
HepB_BD,CIV,campaign,True,2021,1,10,both,0.14188393172042202,0.2646203547179635,False
HepB_BD,CIV,campaign,True,2022,1,10,both,0.9518056349355777,0.6574598915435003,False
HepB_BD,CIV,campaign,True,2023,1,10,both,0.24277251159025848,0.3766362251798192,False
HepB_BD,CIV,campaign,True,2024,1,10,both,0.3263408514152263,0.15057581499443928,False
HepB_BD,CIV,campaign,True,2025,1,10,both,0.9578890957157304,0.4875250159425837,False
HepB_BD,CIV,campaign,True,2026,1,10,both,0.3643966607732574,0.6518563824084682,False
HepB_BD,CIV,campaign,True,2027,1,10,both,0.952414960419653,0.014855663014912812,False
HepB_BD,CIV,campaign,True,2028,1,10,both,0.6581650864885196,0.6266948963878073,False
HepB_BD,CIV,campaign,True,2029,1,10,both,0.4152985871887751,0.5539835409835788,False
HepB_BD,CIV,campaign,True,2030,1,10,both,0.18043097251392648,0.7238239112322103,False
HepB_BD,CIV,routine,True,2021,1,10,both,0.955607441927261,0.05325603529545464,False
HepB_BD,CIV,routine,True,2022,1,10,both,0.24274964327422965,0.832670535248408,False
HepB_BD,CIV,routine,True,2023,1,10,both,0.6530891913972998,0.5880617758203713,False
HepB_BD,CIV,routine,True,2024,1,10,both,0.69699574077443,0.28355154273223326,False
HepB_BD,CIV,routine,True,2025,1,10,both,0.05827680222936704,0.5220376494715077,False
HepB_BD,CIV,routine,True,2026,1,10,both,0.3373591881781326,0.3019599842991232,False
HepB_BD,CIV,routine,True,2027,1,10,both,0.031406788374946926,0.06313003298922137,False
HepB_BD,CIV,routine,True,2028,1,10,both,0.8166595783624687,0.29767665226065765,False
HepB_BD,CIV,routine,True,2029,1,10,both,0.9282675207496086,0.09338350242786364,False
HepB_BD,CIV,routine,True,2030,1,10,both,0.4273484694708427,0.0018671033114302515,False
HepB_BD,CMR,campaign,True,2021,1,10,both,0.4684317333931757,0.030369986267677063,False
HepB_BD,CMR,campaign,True,2022,1,10,both,0.619824602371549,0.5749560695368859,False
HepB_BD,CMR,campaign,True,2023,1,10,both,0.8122379372695696,0.7092679889124105,False
HepB_BD,CMR,campaign,True,2024,1,10,both,0.8239758861513985,0.8004484791388671,False
HepB_BD,CMR,campaign,True,2025,1,10,both,0.5091759384281673,0.9770512724880344,False
HepB_BD,CMR,campaign,True,2026,1,10,both,0.9662962524354337,0.2888120743009386,False
HepB_BD,CMR,campaign,True,2027,1,10,both,0.12244689620959637,0.721011965464133,False
HepB_BD,CMR,campaign,True,2028,1,10,both,0.9359510892328313,0.04448244659453571,False
HepB_BD,CMR,campaign,True,2029,1,10,both,0.11951774688115058,0.7299973752254681,False
HepB_BD,CMR,campaign,True,2030,1,10,both,0.8049449688386225,0.8226053557631481,False
HepB_BD,CMR,routine,True,2021,1,10,both,0.04626199692532296,0.8533482087415474,False
HepB_BD,CMR,routine,True,2022,1,10,both,0.11007231366246228,0.3265398223448658,False
HepB_BD,CMR,routine,True,2023,1,10,both,0.58173339260848,0.8173193222111182,False
HepB_BD,CMR,routine,True,2024,1,10,both,0.7562679924681966,0.7257087318623545,False
HepB_BD,CMR,routine,True,2025,1,10,both,0.27472732125924704,0.00019976614618599786,False
HepB_BD,CMR,routine,True,2026,1,10,both,0.5487864225000484,0.4803852601631995,False
HepB_BD,CMR,routine,True,2027,1,10,both,0.7812437136895873,0.5845102997334796,False
HepB_BD,CMR,routine,True,2028,1,10,both,0.5103622547904724,0.5316432114127239,False
HepB_BD,CMR,routine,True,2029,1,10,both,0.9888104527045164,0.7836861935715469,False
HepB_BD,CMR,routine,True,2030,1,10,both,0.35876681227807117,0.88573694743779,False
HepB_BD,COD,campaign,True,2021,1,10,both,0.4974442502842177,0.5647735597718103,False
HepB_BD,COD,campaign,True,2022,1,10,both,0.9623736769029572,0.45541835288578836,False
HepB_BD,COD,campaign,True,2023,1,10,both,0.08898435277482986,0.5466402998031021,False
HepB_BD,COD,campaign,True,2024,1,10,both,0.0062152494595154595,0.6657265907483998,False
HepB_BD,COD,campaign,True,2025,1,10,both,0.5277978302556043,0.2593309661726696,False
HepB_BD,COD,campaign,True,2026,1,10,both,0.6186133244149692,0.9824671128877117,False
HepB_BD,COD,campaign,True,2027,1,10,both,0.1313821089648265,0.11653255464702805,False
HepB_BD,COD,campaign,True,2028,1,10,both,0.42338475318821567,0.9604239552929308,False
HepB_BD,COD,campaign,True,2029,1,10,both,0.9935253429261764,0.2315235620798859,False
HepB_BD,COD,campaign,True,2030,1,10,both,0.7644036753609502,0.3797811520806307,False
HepB_BD,COD,routine,True,2021,1,10,both,0.11191336287614717,0.518912994048991,False
HepB_BD,COD,routine,True,2022,1,10,both,0.23727658297310572,0.7712519401167113,False
HepB_BD,COD,routine,True,2023,1,10,both,0.7259523742992899,0.16788551563917686,False
HepB_BD,COD,routine,True,2024,1,10,both,0.18065285411595255,0.9354447568863178,False
HepB_BD,COD,routine,True,2025,1,10,both,0.6784028227435901,0.33252722209006547,False
HepB_BD,COD,routine,True,2026,1,10,both,0.4068834842175312,0.1395489227862594,False
HepB_BD,COD,routine,True,2027,1,10,both,0.5466921473480161,0.454543724819814,False
HepB_BD,COD,routine,True,2028,1,10,both,0.7985209607046363,0.8034686034989734,False
HepB_BD,COD,routine,True,2029,1,10,both,0.9495377223595761,0.36297953061992627,False
HepB_BD,COD,routine,True,2030,1,10,both,0.9759904631965503,0.3347426180702845,False
HepB_BD,COG,campaign,True,2021,1,10,both,0.957512301498308,0.5708447178541971,False
HepB_BD,COG,campaign,True,2022,1,10,both,0.43614557734091297,0.537621519267109,False
HepB_BD,COG,campaign,True,2023,1,10,both,0.34353982779031333,0.69839602024393,False
HepB_BD,COG,campaign,True,2024,1,10,both,0.5091912885001727,0.8302611518559532,False
HepB_BD,COG,campaign,True,2025,1,10,both,0.4862915986078833,0.7389199889951338,False
HepB_BD,COG,campaign,True,2026,1,10,both,0.6306075861079261,0.7400348997896933,False
HepB_BD,COG,campaign,True,2027,1,10,both,0.8126382731952091,0.7485630189858011,False
HepB_BD,COG,campaign,True,2028,1,10,both,0.7322751895072639,0.9339182106793015,False
HepB_BD,COG,campaign,True,2029,1,10,both,0.5130309543396177,0.4888848561816226,False
HepB_BD,COG,campaign,True,2030,1,10,both,0.8330588532770726,0.3370419831447765,False
HepB_BD,COG,routine,True,2021,1,10,both,0.31483206886170545,0.3374687239326445,False
HepB_BD,COG,routine,True,2022,1,10,both,0.08505480530012888,0.5210437920498824,False
HepB_BD,COG,routine,True,2023,1,10,both,0.16271551234666815,0.6244852030665105,False
HepB_BD,COG,routine,True,2024,1,10,both,0.19996480814179152,0.8870894040329791,False
HepB_BD,COG,routine,True,2025,1,10,both,0.895875602283982,0.416706881758765,False
HepB_BD,COG,routine,True,2026,1,10,both,0.3526580417149986,0.5534313749660329,False
HepB_BD,COG,routine,True,2027,1,10,both,0.7175306030687584,0.1641640675689583,False
HepB_BD,COG,routine,True,2028,1,10,both,0.9935348938699058,0.3513920393796939,False
HepB_BD,COG,routine,True,2029,1,10,both,0.5419699887059943,0.22687207429197342,False
HepB_BD,COG,routine,True,2030,1,10,both,0.8368984212259046,0.31256015121828973,False
HepB_BD,COM,campaign,True,2021,1,10,both,0.6861424647610389,0.26753799455907257,False
HepB_BD,COM,campaign,True,2022,1,10,both,0.335657851761051,0.07624098175755922,False
HepB_BD,COM,campaign,True,2023,1,10,both,0.6732996835452166,0.23949149076442866,False
HepB_BD,COM,campaign,True,2024,1,10,both,0.40031535308676314,0.10610302727048682,False
HepB_BD,COM,campaign,True,2025,1,10,both,0.2619905454160337,0.10964598467607811,False
HepB_BD,COM,campaign,True,2026,1,10,both,0.42549041782116126,0.2712867319400635,False
HepB_BD,COM,campaign,True,2027,1,10,both,0.8369610141320175,0.9686125566856899,False
